Feature,Importance
fiBaseModel_PC120,4.0181268685333246e-08
fiModelDesc_440,4.015628269718043e-08
saledate_2005-09-20,3.993353998044722e-08
fiBaseModel_PC95,3.982512481730381e-08
saledate_2007-06-01,3.968726961648293e-08
saledate_1994-05-17,3.9640155728663484e-08
fiBaseModel_LB75,3.9445653977678495e-08
fiModelDesc_2060XL,3.93489659456576e-08
saledate_2009-05-20,3.925711405155983e-08
fiBaseModel_710,3.925702295343127e-08
state_Pennsylvania,3.920422419857983e-08
fiBaseModel_332,3.91228862387856e-08
saledate_2009-10-01,3.893523581013062e-08
Maturity Date_2007-02-28,3.855654012540654e-08
saledate_2000-04-05,3.8223192430072766e-08
Maturity Date_2008-05-22,3.7929657711003105e-08
saledate_2010-02-12,3.7810123667332004e-08
saledate_2009-11-21,3.770255405864085e-08
fiModelDesc_T190,3.7654386683866474e-08
fiModelDesc_580SUPERLII,3.7587731142394526e-08
Maturity Date_2011-10-20,3.718139997486677e-08
Maturity Date_2008-05-15,3.689897758114834e-08
saledate_2007-08-09,3.684958898457361e-08
Blade_Type_U,3.658588644889928e-08
saledate_2005-12-12,3.621643446437505e-08
fiBaseModel_2105,3.619735979955716e-08
Maturity Date_2012-06-30,3.5990056859523386e-08
saledate_2009-09-19,3.593135956034317e-08
fiModelDesc_426B,3.5507603169236096e-08
Maturity Date_2011-03-17,3.539967108150005e-08
saledate_2010-03-13,3.530040615602554e-08
Maturity Date_2017-09-30,3.528171621393295e-08
fiModelDesc_228,3.513806758681325e-08
fiModelDesc_580LII,3.492506102418202e-08
Maturity Date_2009-09-15,3.4911167356941204e-08
saledate_2007-10-11,3.4847581936945724e-08
saledate_2007-12-11,3.412352411609033e-08
Maturity Date_2012-03-15,3.380563421798949e-08
saledate_2006-07-12,3.3498276641265346e-08
fiBaseModel_242,3.3422548972492565e-08
saledate_2011-01-28,3.2810655301724744e-08
fiModelDesc_270II,3.260218884236061e-08
saledate_1999-04-24,3.246119791590588e-08
saledate_2009-08-11,3.232808742518641e-08
saledate_2008-08-27,3.226886472466226e-08
Undercarriage_Pad_Width_31 inch,3.173151739603634e-08
saledate_2005-12-01,3.15008381766923e-08
saledate_2011-10-11,3.149540076848884e-08
saledate_2007-04-12,3.1118606264249506e-08
fiModelDesc_SL6625,3.096966321705349e-08
saledate_2009-06-02,3.095984253564312e-08
Turbocharged_Yes,3.092590264795747e-08
saledate_2011-10-27,3.05101432952653e-08
Maturity Date_1994-02-15,3.0441445372685226e-08
saledate_2011-03-30,3.0383390986993495e-08
saledate_2010-06-23,3.021367704909274e-08
state_New Hampshire,3.012109994836923e-08
saledate_2009-12-12,3.007118787332394e-08
Maturity Date_2009-10-22,3.0032932631559425e-08
saledate_2006-09-14,2.998749241644834e-08
fiModelDesc_PC20R,2.9851038090974825e-08
saledate_2007-12-12,2.974136452051924e-08
fiModelDesc_465,2.9740930013696257e-08
fiModelDesc_2064,2.9702032451219934e-08
saledate_2002-02-18,2.9519764820583275e-08
fiModelDesc_236,2.9428108199168047e-08
fiModelDesc_242,2.942738829472989e-08
saledate_2009-01-23,2.9313456745143254e-08
saledate_2002-03-06,2.916680531566627e-08
saledate_2011-08-11,2.9161123030168622e-08
saledate_2008-10-14,2.91499783429644e-08
saledate_2011-10-14,2.9079686293694737e-08
saledate_2011-10-17,2.879056125188579e-08
saledate_2008-01-31,2.831926236807507e-08
fiBaseModel_S205,2.8276727303104495e-08
saledate_2011-09-13,2.814748036382109e-08
saledate_2011-07-21,2.8009241810684286e-08
Maturity Date_2000-06-22,2.796773878827249e-08
saledate_2003-02-26,2.7588129703044483e-08
fiModelDesc_252B,2.741222552177579e-08
saledate_2007-06-14,2.7191791486946452e-08
saledate_2008-11-14,2.70323589914379e-08
saledate_2000-09-26,2.6895313612894112e-08
saledate_2009-02-18,2.6844936205746105e-08
fiBaseModel_753,2.682063606333099e-08
saledate_2011-04-01,2.6790523950249955e-08
saledate_2009-10-12,2.666598461943323e-08
saledate_2003-06-21,2.6577255887034153e-08
saledate_2011-06-15,2.648273006748558e-08
fiModelDesc_763,2.6261320096113254e-08
fiModelDesc_12E,2.595844978148108e-08
fiModelDesc_SK650,2.585219871450681e-08
fiBaseModel_317,2.5804460686018785e-08
saledate_2007-06-08,2.575580130395783e-08
saledate_2006-09-27,2.5716388361396442e-08
fiModelDesc_750JLGP,2.5574401904931742e-08
fiModelDesc_D65PX-15LGP,2.5570639722483845e-08
Maturity Date_1998-06-18,2.5478156782018584e-08
saledate_2006-04-28,2.5453577741403027e-08
saledate_2011-02-11,2.5406938611538945e-08
saledate_2008-12-04,2.5309968235698388e-08
saledate_2010-04-22,2.5297779973472627e-08
saledate_1997-03-27,2.5297061206093116e-08
saledate_2011-08-10,2.5295919422354898e-08
saledate_1993-02-01,2.5149690764106007e-08
"Stick_Length_12' 8""",2.4984419075440078e-08
fiBaseModel_SK235,2.49006294867996e-08
saledate_2011-06-08,2.4797743479813713e-08
saledate_1991-02-05,2.476761074147336e-08
saledate_2005-03-30,2.4740750923995204e-08
saledate_2009-09-23,2.470295459052964e-08
Maturity Date_2012-04-05,2.452489460524676e-08
saledate_1999-12-01,2.427139464768105e-08
Tire_Size_17.5,2.4077504550325948e-08
fiBaseModel_590,2.403524550905359e-08
saledate_2008-09-17,2.3934222553881285e-08
saledate_2004-03-17,2.3670002920188927e-08
fiBaseModel_DSL601,2.3651733637374032e-08
fiBaseModel_465,2.339725925595912e-08
saledate_2008-09-04,2.334387768215783e-08
fiBaseModel_HD4500,2.298072730017267e-08
saledate_2004-09-15,2.2893199142525138e-08
saledate_2006-10-12,2.2859773900866882e-08
saledate_2001-06-11,2.2684601380449864e-08
Maturity Date_2001-10-25,2.26712038763676e-08
saledate_2007-05-09,2.2664016104957767e-08
fiModelDesc_ROBOT 185HF,2.2597710412306458e-08
Maturity Date_2037-05-15,2.256347363809114e-08
saledate_2001-03-15,2.2538133222779673e-08
saledate_2010-12-08,2.2474305312243944e-08
Maturity Date_2012-06-21,2.244583708828085e-08
saledate_2008-10-18,2.226057351190591e-08
Maturity Date_2014-06-30,2.225749205200423e-08
Maturity Date_1996-03-07,2.2208322567615032e-08
Maturity Date_2008-03-17,2.2143314317493584e-08
saledate_2004-02-09,2.200591680971281e-08
fiModelDesc_GD515A,2.192264196587017e-08
fiBaseModel_PC45,2.1793676543053964e-08
saledate_2007-03-29,2.1398562381274707e-08
fiModelDesc_590SUPER L,2.1392496557054192e-08
saledate_2010-04-13,2.136673633266822e-08
saledate_2010-08-06,2.1317852500456353e-08
saledate_2006-03-23,2.124075799051972e-08
saledate_2002-02-28,2.1075613002958417e-08
saledate_2006-06-01,2.1026112546763392e-08
fiBaseModel_S100,2.1011955435043277e-08
Maturity Date_2010-07-15,2.089070520462667e-08
saledate_1998-09-22,2.0820220147019765e-08
fiModelDesc_226B2,2.0683703347225814e-08
Maturity Date_2012-01-05,2.0669750186763607e-08
saledate_2005-03-02,2.0418200897619858e-08
saledate_2010-03-09,2.041587606995236e-08
fiModelDesc_MT52,2.0412790908953075e-08
fiBaseModel_963,2.041050287055949e-08
fiModelDesc_317,2.037738314658489e-08
Maturity Date_2007-11-08,2.030388042436238e-08
saledate_2005-02-07,2.0300647971698662e-08
saledate_2011-06-02,2.0248184464045564e-08
Maturity Date_2001-11-15,2.022267282988591e-08
saledate_2011-06-27,2.021644779812602e-08
saledate_2010-12-03,2.020872303318013e-08
saledate_2008-02-22,2.0154108161218657e-08
Maturity Date_2007-12-06,2.0067948639494855e-08
saledate_2008-02-23,1.9929711442593314e-08
fiModelDesc_710D,1.9714838796949894e-08
saledate_2008-12-30,1.9712425142099175e-08
saledate_2001-03-13,1.9675796039164608e-08
saledate_2009-08-22,1.9631203149138157e-08
fiModelDesc_410C,1.9542141420845225e-08
saledate_2001-09-19,1.9451692853066435e-08
fiSecondaryDesc_LE,1.927742493150627e-08
saledate_2005-10-28,1.923129436784713e-08
usage_bin_very_high,1.918918306034009e-08
fiBaseModel_LX565,1.907566105971552e-08
Maturity Date_1993-05-06,1.9060669493882182e-08
fiBaseModel_272,1.8956989794718467e-08
saledate_2010-03-25,1.8912295585454233e-08
saledate_2011-03-17,1.856398731657561e-08
saledate_2010-05-26,1.8412637843766028e-08
fiModelDesc_236B,1.829916233979307e-08
fiBaseModel_2650,1.8275515375784577e-08
saledate_2009-08-13,1.8196574433558288e-08
fiBaseModel_EX220,1.818785306895869e-08
saledate_2008-07-21,1.817367151051759e-08
Maturity Date_2008-12-11,1.8142317335148967e-08
fiBaseModel_T180,1.8124591953557092e-08
saledate_2007-11-10,1.809335536374726e-08
Maturity Date_2018-02-15,1.809064966302261e-08
fiBaseModel_2060XL,1.7907117978887228e-08
fiBaseModel_214,1.7876025436748987e-08
fiModelDesc_753,1.784421035744872e-08
saledate_2002-12-11,1.7725642097511665e-08
fiModelDesc_710C,1.7716111467005713e-08
saledate_2004-06-08,1.755405201371095e-08
saledate_1997-02-06,1.739494410583817e-08
fiModelDesc_S175,1.736925075574278e-08
saledate_2010-05-12,1.734332148754678e-08
saledate_2010-08-25,1.7343291387214384e-08
fiModelDesc_LS185B,1.7230665885418856e-08
fiModelDesc_D68E-1,1.7223658152926613e-08
saledate_1993-05-19,1.720118887447427e-08
saledate_2007-09-21,1.7136761497445215e-08
saledate_2004-10-01,1.7011657326000324e-08
saledate_2001-12-06,1.6959671875731835e-08
saledate_2008-07-09,1.6877480890753963e-08
saledate_2009-02-06,1.687578591213666e-08
saledate_2003-01-18,1.6710735849840032e-08
saledate_1999-05-22,1.668310315141519e-08
saledate_2000-04-27,1.6624031302879014e-08
saledate_2010-12-01,1.6405727616197243e-08
saledate_2005-09-23,1.6395402091908724e-08
saledate_2007-06-27,1.6376212888166437e-08
saledate_2005-05-14,1.6236026327586415e-08
saledate_1994-04-23,1.6110724122814208e-08
fiBaseModel_280,1.5826114305705916e-08
fiModelDesc_M700,1.5769252560174332e-08
saledate_2009-04-02,1.5736166218322593e-08
saledate_1996-03-28,1.5709442746470592e-08
Maturity Date_2005-04-28,1.562759061484421e-08
Maturity Date_1996-02-29,1.5586297791086163e-08
saledate_2010-07-22,1.556763827870064e-08
saledate_2010-10-27,1.5402745917434144e-08
fiBaseModel_SDK10,1.5386437285433242e-08
fiProductClassDesc_Skid Steer Loader - 976.0 to 1251.0 Lb Operating Capacity,1.5324630267836584e-08
saledate_1999-09-17,1.5152046145802214e-08
saledate_2007-07-26,1.5084889257196194e-08
fiModelDesc_580SUPER L,1.5043611338148954e-08
saledate_2006-12-08,1.5037873322040052e-08
fiModelDesc_S100,1.5018087542970602e-08
saledate_2008-11-06,1.448870985623134e-08
fiModelDesc_232B2,1.4442823422543189e-08
saledate_2010-06-29,1.4409690574238243e-08
saledate_1998-09-23,1.4183396831375013e-08
saledate_2011-08-18,1.412986501601107e-08
saledate_2006-08-12,1.399546897020028e-08
saledate_2011-10-25,1.3989106334989627e-08
saledate_2009-03-30,1.3899732982521822e-08
saledate_1997-03-25,1.3856838343958149e-08
saledate_2007-12-20,1.378778041560849e-08
saledate_2001-10-12,1.3742501320287313e-08
fiBaseModel_M700,1.3713999995792124e-08
fiModelDesc_332,1.3512704603179788e-08
saledate_2004-02-01,1.346370186411247e-08
fiModelDesc_260II,1.3444163156950657e-08
Maturity Date_2007-01-04,1.3419036382282393e-08
fiModelDesc_670A,1.3384930800293758e-08
saledate_2002-10-11,1.3329405029401614e-08
saledate_2003-02-10,1.3290316722320233e-08
fiModelDesc_242B,1.3051400203551479e-08
saledate_2008-11-07,1.2994758903196506e-08
saledate_2011-11-18,1.295468905155821e-08
Maturity Date_2011-12-15,1.2829440893903418e-08
Maturity Date_2011-04-14,1.2726866640015636e-08
saledate_2004-02-17,1.2630246302059723e-08
saledate_2004-03-25,1.2531769744125336e-08
saledate_2011-08-19,1.248882671415542e-08
Maturity Date_2021-08-15,1.2486871898916614e-08
Maturity Date_2018-07-31,1.240410884879829e-08
saledate_2003-12-27,1.2108620140474863e-08
saledate_2009-06-13,1.2046551045197782e-08
fiModelDesc_644A,1.2030581101936813e-08
Maturity Date_2010-05-31,1.2029569264478693e-08
saledate_2010-08-17,1.2025007136560343e-08
fiModelDesc_SL6635,1.1986887279900144e-08
saledate_2009-07-24,1.1923201548730454e-08
Maturity Date_2008-10-23,1.1835539427499644e-08
fiModelDesc_SL7600,1.1800855282865468e-08
fiModelDesc_420DIT,1.1784725686381508e-08
saledate_2009-07-17,1.1737869932973334e-08
fiModelDesc_12F,1.1693965803720332e-08
saledate_2011-02-25,1.1593990854273246e-08
fiModelDesc_ROBOT 190,1.1550612751223213e-08
saledate_2007-10-10,1.1542680149576804e-08
saledate_2006-06-22,1.1487414410632221e-08
saledate_2009-07-18,1.1397469703066812e-08
saledate_2001-09-18,1.1390864716772772e-08
saledate_2009-06-16,1.1369871601143262e-08
saledate_2005-11-03,1.1339693493714361e-08
saledate_2000-02-09,1.1326970676267416e-08
fiModelDesc_426C,1.1311918857902962e-08
saledate_2010-12-18,1.125781080736442e-08
saledate_2007-09-20,1.1241670063692057e-08
Maturity Date_2011-07-31,1.1186537837746974e-08
saledate_2007-10-25,1.1171068589307956e-08
saledate_2008-06-28,1.1141417345039519e-08
fiModelDesc_650IVLGP,1.1111216181176503e-08
Maturity Date_2014-08-31,1.0984711751293597e-08
fiBaseModel_4520,1.0949891834722407e-08
saledate_2011-11-28,1.0870620533523005e-08
saledate_2010-05-20,1.0827726913602949e-08
fiModelDesc_T200,1.0797323968866227e-08
saledate_2011-12-19,1.0778331835215782e-08
saledate_2008-05-03,1.0582611789358282e-08
saledate_2006-10-19,1.0580820666665695e-08
saledate_2008-09-19,1.05651544797409e-08
Maturity Date_2010-03-04,1.0508897500953118e-08
fiModelDesc_D6RIIXW,1.0439857279331493e-08
Maturity Date_2018-03-31,1.0438186729154214e-08
Maturity Date_2012-07-31,1.039978555325217e-08
Maturity Date_2014-02-28,1.0381236179775429e-08
saledate_2011-02-23,1.0314985483505973e-08
saledate_2011-08-02,1.029940227229993e-08
fiBaseModel_RC50,1.028391818263131e-08
Maturity Date_2008-08-14,1.0145531328929985e-08
saledate_1997-12-15,1.0049987767013493e-08
fiModelDesc_510D,1.0002328779080514e-08
fiBaseModel_S175,9.962606847565598e-09
state_Massachusetts,9.840272977770338e-09
saledate_2003-12-06,9.840254277684832e-09
state_Massachusetts,9.786395508553249e-09
Maturity Date_2005-03-15,9.782581147765405e-09
saledate_2009-10-16,9.759748501305602e-09
saledate_2011-06-17,9.656353909271652e-09
saledate_2007-08-10,9.57663194155021e-09
saledate_2004-11-09,9.339851966891162e-09
Undercarriage_Pad_Width_26 inch,9.296285136011142e-09
saledate_2010-02-03,9.259346817647159e-09
saledate_2010-08-12,9.243353825505971e-09
saledate_2011-05-11,9.23108033495659e-09
saledate_2005-08-20,9.221322220329824e-09
fiBaseModel_SL7810,9.145276657358208e-09
fiModelDesc_680H,9.076965598965693e-09
saledate_1989-08-24,9.048917844557903e-09
saledate_2011-09-07,8.9462164404326e-09
saledate_2010-12-13,8.910466500699194e-09
saledate_2011-08-04,8.899962069419561e-09
saledate_1995-03-02,8.891415025444668e-09
Maturity Date_2012-02-02,8.857784229997139e-09
saledate_2006-07-27,8.77811578094068e-09
Maturity Date_2007-02-22,8.745127576011224e-09
Maturity Date_2008-09-30,8.74025119102168e-09
fiBaseModel_250,8.72682919507774e-09
saledate_2010-03-02,8.70655625776953e-09
saledate_1998-02-05,8.691830669222485e-09
saledate_2010-10-14,8.54429850887858e-09
Maturity Date_2012-12-15,8.542537413106624e-09
saledate_1995-04-18,8.420353687423704e-09
saledate_2005-12-19,8.380846213694802e-09
Maturity Date_2010-02-15,8.337808113314104e-09
saledate_2011-07-29,8.334070284684018e-09
fiBaseModel_260,8.281289010886489e-09
saledate_2003-07-11,8.239310695116527e-09
Maturity Date_2012-03-08,8.21997134296297e-09
Undercarriage_Pad_Width_20 inch,8.201143483994477e-09
fiModelDesc_2044,8.115136397623155e-09
Maturity Date_2012-07-26,8.05530905957513e-09
fiModelDesc_280,7.978983166459976e-09
Maturity Date_2009-12-17,7.887226240613346e-09
saledate_2006-02-13,7.854062951857617e-09
saledate_2008-07-16,7.796386586605314e-09
saledate_2011-03-09,7.738370999372364e-09
saledate_2009-06-27,7.664106195586825e-09
saledate_2010-12-10,7.646964583393238e-09
fiBaseModel_SL7600,7.629979800570935e-09
saledate_2006-02-08,7.603360887703917e-09
fiBaseModel_G80,7.541779913238875e-09
saledate_2009-06-24,7.466822343213164e-09
saledate_2005-02-04,7.454990966338476e-09
Maturity Date_2021-05-15,7.45303870260666e-09
saledate_2006-05-25,7.323530737237183e-09
Maturity Date_2008-10-02,7.255585608046691e-09
saledate_2004-08-12,7.223538875935409e-09
saledate_2010-03-18,7.1841313964154944e-09
state_Nebraska,7.1665933565471395e-09
saledate_2011-05-25,7.155111524425373e-09
fiModelDesc_DSL601,7.114311214938319e-09
Maturity Date_1994-11-15,7.037270029420833e-09
Maturity Date_2013-04-30,7.014035219029851e-09
saledate_2004-09-11,7.0074473725778285e-09
saledate_2010-12-09,6.93525910843879e-09
Maturity Date_2006-03-16,6.923841057464761e-09
saledate_2002-12-17,6.919276245556089e-09
saledate_2007-02-28,6.915925432941657e-09
saledate_1999-06-23,6.911932078794387e-09
Maturity Date_2016-05-15,6.891912992407232e-09
Maturity Date_2010-10-14,6.844060934577594e-09
Maturity Date_2009-01-08,6.716085893216952e-09
saledate_2001-09-26,6.704337748998105e-09
saledate_2009-08-01,6.701703665036894e-09
saledate_2004-05-27,6.648392474717572e-09
saledate_2011-09-01,6.575667617062074e-09
saledate_2002-09-18,6.471994427963365e-09
saledate_1998-03-20,6.399867190232902e-09
saledate_2009-11-19,6.38427096719e-09
fiBaseModel_PC20,6.227009276223686e-09
saledate_2008-10-31,6.174538350900191e-09
Maturity Date_2039-02-15,6.1463693474341945e-09
fiModelDesc_590SUPER M,6.039035861734193e-09
Maturity Date_2007-01-31,6.0241202207693274e-09
saledate_2002-03-14,5.958642013823787e-09
saledate_2005-05-26,5.953666047072548e-09
Maturity Date_2037-02-15,5.952905427307624e-09
saledate_2007-08-01,5.911859942816873e-09
saledate_2005-03-29,5.892316466291086e-09
Maturity Date_1994-05-15,5.890840966976964e-09
saledate_2009-06-26,5.84864179733376e-09
saledate_1993-06-24,5.842798548635527e-09
Maturity Date_2018-08-31,5.818549385049963e-09
saledate_2004-02-26,5.79685000919722e-09
fiBaseModel_WB150,5.788194113403518e-09
saledate_2005-12-16,5.757190077231441e-09
saledate_1995-12-08,5.7398189896439e-09
fiModelDesc_272C,5.707003903619713e-09
saledate_2011-08-25,5.678445142000172e-09
saledate_1999-09-18,5.6723768610207825e-09
Maturity Date_2010-08-15,5.635543394846174e-09
saledate_2007-02-10,5.620701539820222e-09
saledate_2010-10-05,5.595541720086144e-09
saledate_2011-07-15,5.526067736818837e-09
saledate_2008-03-22,5.419671247711574e-09
fiModelDesc_TL140,5.389755802368901e-09
Maturity Date_2007-08-16,5.3760947078212765e-09
saledate_2011-08-16,5.344944925633243e-09
fiBaseModel_751,5.310400547082002e-09
saledate_2007-09-26,5.309146224343657e-09
saledate_2010-10-01,5.303396516609242e-09
saledate_2009-03-19,5.272979103034656e-09
saledate_2011-11-11,5.206568701927746e-09
saledate_2010-12-17,5.1591546537947016e-09
Maturity Date_2007-05-24,5.151772081713952e-09
saledate_2004-10-27,5.1178737286064584e-09
saledate_1996-05-09,5.107358242609256e-09
saledate_2010-12-02,5.098724334173263e-09
Maturity Date_2015-05-31,5.066197550554087e-09
saledate_2006-06-13,5.054070305392011e-09
fiModelDesc_D6RIIXL,5.050313043929168e-09
saledate_2004-02-12,5.027280563314332e-09
fiModelDesc_590SUPER MII,5.027194731538204e-09
saledate_2009-04-04,5.006955937386085e-09
fiModelDesc_PC27R,4.994172293012592e-09
Maturity Date_2009-06-30,4.986318480543469e-09
saledate_2011-12-06,4.972405123968503e-09
saledate_1995-12-11,4.937468305394728e-09
fiBaseModel_436,4.860155431371872e-09
saledate_2006-06-17,4.851302500190169e-09
saledate_2007-09-15,4.71494760652121e-09
Maturity Date_2011-02-10,4.706138039515411e-09
saledate_2006-09-07,4.689158616649426e-09
saledate_1991-05-07,4.666043013367203e-09
saledate_2011-10-18,4.628710763970315e-09
saledate_2008-02-15,4.588625807610179e-09
saledate_2007-09-08,4.574634054540033e-09
Maturity Date_2010-08-05,4.531334868404623e-09
saledate_2009-06-04,4.512653766308056e-09
Maturity Date_2010-03-25,4.4709245783395535e-09
saledate_2009-02-19,4.464797385629748e-09
Maturity Date_2011-11-03,4.4629604148334095e-09
saledate_2003-12-02,4.454778333737802e-09
saledate_2011-08-31,4.3676133858862265e-09
Maturity Date_2008-04-24,4.346291470043237e-09
Maturity Date_2001-06-30,4.307913170302487e-09
saledate_2003-09-15,4.2949881255633585e-09
saledate_1991-12-10,4.255024522175352e-09
saledate_1996-07-27,4.252780605247711e-09
saledate_2003-03-29,4.2512686423088465e-09
saledate_2006-09-22,4.2434433594372046e-09
saledate_2011-07-07,4.242858323762006e-09
Maturity Date_2008-04-17,4.240766309113343e-09
saledate_1993-10-02,4.222056976167898e-09
Maturity Date_2009-06-11,4.174114865548578e-09
Maturity Date_2008-08-21,4.174082562541763e-09
saledate_2008-05-22,4.133224394717181e-09
Maturity Date_2010-03-31,4.1265824459729154e-09
saledate_2003-09-13,4.118302249693608e-09
fiModelDesc_246B,4.103835991202255e-09
saledate_2008-04-27,4.086847755902625e-09
Maturity Date_2017-02-15,4.037949857226647e-09
saledate_2010-11-17,4.0338647376853915e-09
saledate_2005-09-22,3.975686356103601e-09
fiBaseModel_PC27,3.96228173868554e-09
Maturity Date_2011-02-03,3.95097408503447e-09
saledate_2010-10-29,3.9074540725552076e-09
saledate_2009-06-05,3.877680361534901e-09
Maturity Date_2007-09-17,3.868991268592431e-09
fiModelDesc_232B,3.805089790551591e-09
Maturity Date_2008-09-25,3.788784431536517e-09
Maturity Date_2007-04-18,3.775097888874817e-09
saledate_2011-09-15,3.752813673000693e-09
state_Montana,3.74159454160909e-09
saledate_2003-05-29,3.738321732769411e-09
saledate_2008-04-23,3.7208068774506077e-09
fiBaseModel_328,3.6947038530109578e-09
saledate_2003-03-26,3.666006023432718e-09
Maturity Date_2018-02-28,3.6460957471118848e-09
Maturity Date_2011-11-17,3.6442581876187815e-09
fiBaseModel_HR2.0,3.6388263875979124e-09
saledate_2009-09-18,3.5979033696627987e-09
saledate_1997-07-26,3.5842034627279596e-09
Maturity Date_1990-06-07,3.561481656568432e-09
Maturity Date_2006-12-15,3.521316474724486e-09
Maturity Date_2009-04-30,3.5070176095149256e-09
saledate_2004-10-12,3.4957580318612697e-09
fiModelDesc_252B2,3.4694829464745786e-09
fiModelDesc_580SUPER M PLUS,3.4672027864391885e-09
fiModelDesc_250II,3.4020184086136477e-09
Maturity Date_2011-09-30,3.3798831626407523e-09
Undercarriage_Pad_Width_28 inch,3.322419319659236e-09
Maturity Date_2011-06-15,3.248018064749886e-09
fiBaseModel_PC15,3.2362843083304314e-09
Maturity Date_2009-06-04,3.195714549038181e-09
saledate_2007-07-14,3.192327974065957e-09
fiModelDesc_PC20R-8,3.1349639060402744e-09
Maturity Date_2011-09-01,3.1154252690026213e-09
saledate_2008-06-04,3.080451347571232e-09
saledate_2006-06-08,3.064169479486979e-09
saledate_1998-04-25,3.05138372001758e-09
fiBaseModel_446,3.027355579031996e-09
saledate_2005-10-13,2.995051579758596e-09
fiBaseModel_444,2.955324242050364e-09
Maturity Date_2011-08-31,2.934034656888147e-09
saledate_2011-09-21,2.859734719147941e-09
fiBaseModel_CTL80,2.8474568716258114e-09
saledate_2009-04-15,2.8450884370161554e-09
saledate_2002-09-20,2.834576949065999e-09
saledate_2009-04-24,2.817396020138319e-09
saledate_2001-02-17,2.7865609261863207e-09
fiModelDesc_MT50,2.7663504844221263e-09
saledate_2001-10-26,2.761744870707169e-09
saledate_2001-09-07,2.7503535967297684e-09
Maturity Date_2007-09-27,2.7213634367001112e-09
Maturity Date_2009-01-15,2.642881068526586e-09
Maturity Date_2006-09-15,2.6409078740422153e-09
Maturity Date_2007-07-19,2.592592848527681e-09
saledate_2008-09-13,2.580799801684314e-09
saledate_2010-03-30,2.5667512953332423e-09
fiBaseModel_943,2.5366202773733817e-09
Maturity Date_2006-01-12,2.4930789181989246e-09
saledate_2003-06-23,2.4867072109387765e-09
saledate_2006-03-31,2.486466885669238e-09
saledate_2008-05-23,2.424775329246856e-09
saledate_2010-04-29,2.4176998370781885e-09
saledate_2011-03-18,2.3584551089040457e-09
saledate_2011-05-19,2.2811332714066064e-09
saledate_2000-06-09,2.240405682375288e-09
Maturity Date_2041-05-15,2.1996115127697993e-09
saledate_2006-09-12,2.1811990038743725e-09
Maturity Date_2011-06-09,2.1782661917138268e-09
saledate_2006-02-16,2.1575857791091157e-09
fiBaseModel_2060,2.1461434908970735e-09
fiModelDesc_CTL80,2.1155275075198887e-09
Maturity Date_2017-01-15,2.0945834229374192e-09
Maturity Date_2010-06-17,2.0556401907429045e-09
Maturity Date_2006-10-12,2.03601105747655e-09
Maturity Date_2018-08-15,2.023391825916965e-09
saledate_2011-11-16,2.0164469204481536e-09
Maturity Date_2010-09-23,1.9792785076074806e-09
fiModelDesc_736A,1.9747858134014698e-09
Maturity Date_2013-03-15,1.923762599486245e-09
saledate_2010-12-28,1.9218699713054967e-09
fiSecondaryDesc_SUPER,1.918968082167931e-09
saledate_2007-02-27,1.889576705800493e-09
Maturity Date_2016-08-31,1.887054825121354e-09
fiBaseModel_953,1.8821280227186137e-09
fiModelDesc_WA250PT3MC,1.8593769195154374e-09
fiBaseModel_232,1.839912326401186e-09
saledate_2002-02-04,1.8294355126642889e-09
saledate_1992-03-26,1.7972918108674512e-09
saledate_2010-05-28,1.7629159543067786e-09
saledate_2010-12-15,1.7276640238908296e-09
Maturity Date_2011-07-28,1.7266229712403108e-09
fiModelDesc_S130,1.7241732162234876e-09
Maturity Date_2007-11-23,1.6732630789503133e-09
saledate_2009-03-14,1.6627351105257886e-09
saledate_2008-05-15,1.625185755249863e-09
Maturity Date_2008-07-10,1.6196840222062423e-09
saledate_2006-09-21,1.6123360198692884e-09
saledate_2011-04-05,1.6072449522958208e-09
saledate_2003-03-13,1.5724953630375022e-09
fiModelDesc_428C,1.5554136659897446e-09
saledate_2011-09-23,1.5546814495666125e-09
Maturity Date_2017-03-31,1.5422895020485346e-09
saledate_1998-08-01,1.5265556332023488e-09
saledate_2001-05-17,1.5253415745516757e-09
Maturity Date_2008-09-18,1.520888508114541e-09
Maturity Date_2006-10-05,1.5181340796137898e-09
saledate_2007-10-18,1.4945976596289525e-09
fiBaseModel_2070,1.4779746848801166e-09
saledate_2005-03-17,1.4418110097577409e-09
saledate_2001-09-15,1.4335125463907981e-09
saledate_2011-02-17,1.4205419066889426e-09
saledate_2006-06-29,1.3918645104102115e-09
fiBaseModel_MC70,1.3917756208319918e-09
saledate_2004-11-16,1.3747027409245324e-09
Maturity Date_2007-07-05,1.3674400113186934e-09
saledate_2006-03-09,1.36570626940306e-09
saledate_2007-01-06,1.3086451567942582e-09
Maturity Date_2012-01-12,1.2607114996823016e-09
saledate_2010-11-18,1.2419478382782152e-09
Maturity Date_2009-12-29,1.237885953851266e-09
fiBaseModel_LX665,1.2005793381934083e-09
saledate_2008-04-17,1.1959762879649869e-09
saledate_2004-04-29,1.1792289928825134e-09
fiBaseModel_MTL25,1.1312757562747396e-09
saledate_2005-12-10,1.1308692408742364e-09
fiModelDesc_GD505A-2,1.1259304098499162e-09
saledate_2007-02-04,1.11318151780405e-09
Maturity Date_2007-07-26,1.1048659274247183e-09
saledate_2010-05-18,1.101659709753877e-09
