per_idx,cat_idx,dt_idx,et_idx,geo_idx,is_adj,val
411,4,2,0,2,1,84
412,4,2,0,2,1,111
413,4,2,0,2,1,107
414,4,2,0,2,1,118
415,4,2,0,2,1,116
416,4,2,0,2,1,120
417,4,2,0,2,1,132
418,4,2,0,2,1,118
419,4,2,0,2,1,122
420,4,2,0,2,1,115
409,4,2,0,3,1,269
410,4,2,0,3,1,249
411,4,2,0,3,1,222
412,4,2,0,3,1,220
413,4,2,0,3,1,260
414,4,2,0,3,1,219
415,4,2,0,3,1,240
416,4,2,0,3,1,258
417,4,2,0,3,1,257
418,4,2,0,3,1,276
419,4,2,0,3,1,271
420,4,2,0,3,1,300
409,4,2,0,4,1,512
410,4,2,0,4,1,487
411,4,2,0,4,1,405
412,4,2,0,4,1,487
413,4,2,0,4,1,513
414,4,2,0,4,1,484
415,4,2,0,4,1,491
416,4,2,0,4,1,499
417,4,2,0,4,1,494
418,4,2,0,4,1,531
419,4,2,0,4,1,550
420,4,2,0,4,1,569
409,4,2,0,5,1,183
410,4,2,0,5,1,218
411,4,2,0,5,1,239
412,4,2,0,5,1,292
413,4,2,0,5,1,248
414,4,2,0,5,1,260
415,4,2,0,5,1,239
416,4,2,0,5,1,285
417,4,2,0,5,1,260
418,4,2,0,5,1,284
419,4,2,0,5,1,285
420,4,2,0,5,1,332
409,4,3,0,1,1,92
410,4,3,0,1,1,125
411,4,3,0,1,1,105
412,4,3,0,1,1,120
413,4,3,0,1,1,107
414,4,3,0,1,1,165
415,4,3,0,1,1,117
416,4,3,0,1,1,119
417,4,3,0,1,1,170
418,4,3,0,1,1,148
419,4,3,0,1,1,120
420,4,3,0,1,1,195
409,5,1,0,1,0,70.5
410,5,1,0,1,0,74.6
411,5,1,0,1,0,95.5
412,5,1,0,1,0,117.8
413,5,1,0,1,0,120.9
414,5,1,0,1,0,128.5
415,5,1,0,1,0,115.3
416,5,1,0,1,0,121.8
417,5,1,0,1,0,118.5
418,5,1,0,1,0,123.3
419,5,1,0,1,0,102.3
420,5,1,0,1,0,98.7
409,5,1,0,2,0,6.9
410,5,1,0,2,0,5.6
411,5,1,0,2,0,6.8
412,5,1,0,2,0,10.9
413,5,1,0,2,0,11.3
414,5,1,0,2,0,13.9
415,5,1,0,2,0,12.7
416,5,1,0,2,0,12.2
417,5,1,0,2,0,13.2
418,5,1,0,2,0,11.8
419,5,1,0,2,0,11.7
420,5,1,0,2,0,9.3
409,5,1,0,3,0,12.5
410,5,1,0,3,0,13.5
411,5,1,0,3,0,19.5
412,5,1,0,3,0,25
413,5,1,0,3,0,31.1
414,5,1,0,3,0,32.4
415,5,1,0,3,0,27.1
416,5,1,0,3,0,29.3
417,5,1,0,3,0,29.3
418,5,1,0,3,0,35.8
419,5,1,0,3,0,23.5
420,5,1,0,3,0,18.6
409,5,1,0,4,0,37.3
410,5,1,0,4,0,38.3
411,5,1,0,4,0,43
412,5,1,0,4,0,53.2
413,5,1,0,4,0,51.5
414,5,1,0,4,0,51.1
415,5,1,0,4,0,49.6
416,5,1,0,4,0,49.4
417,5,1,0,4,0,48.2
418,5,1,0,4,0,49.3
419,5,1,0,4,0,44.5
420,5,1,0,4,0,46.2
409,5,1,0,5,0,13.8
410,5,1,0,5,0,17.2
411,5,1,0,5,0,26.1
412,5,1,0,5,0,28.6
413,5,1,0,5,0,26.9
414,5,1,0,5,0,31
415,5,1,0,5,0,25.9
416,5,1,0,5,0,30.9
417,5,1,0,5,0,27.8
418,5,1,0,5,0,26.3
419,5,1,0,5,0,22.6
420,5,1,0,5,0,24.6
409,5,2,0,1,0,62.8
410,5,2,0,1,0,65.5
411,5,2,0,1,0,84.9
412,5,2,0,1,0,104.4
413,5,2,0,1,0,109.2
414,5,2,0,1,0,110.1
415,5,2,0,1,0,100.4
416,5,2,0,1,0,108.3
417,5,2,0,1,0,100.6
418,5,2,0,1,0,105.5
419,5,2,0,1,0,90.6
420,5,2,0,1,0,83.3
409,5,2,0,2,0,6.3
410,5,2,0,2,0,4.5
411,5,2,0,2,0,6.3
412,5,2,0,2,0,10.4
413,5,2,0,2,0,10.4
414,5,2,0,2,0,13
415,5,2,0,2,0,11.5
416,5,2,0,2,0,11
417,5,2,0,2,0,12
418,5,2,0,2,0,11.2
419,5,2,0,2,0,10.5
420,5,2,0,2,0,8.4
409,5,2,0,3,0,10.8
410,5,2,0,3,0,11.1
411,5,2,0,3,0,17.9
412,5,2,0,3,0,22
413,5,2,0,3,0,27.3
414,5,2,0,3,0,24.8
415,5,2,0,3,0,23.9
416,5,2,0,3,0,25.5
417,5,2,0,3,0,24.1
418,5,2,0,3,0,26.5
419,5,2,0,3,0,20.5
420,5,2,0,3,0,16.5
409,5,2,0,4,0,34.2
410,5,2,0,4,0,34.6
411,5,2,0,4,0,38.2
412,5,2,0,4,0,46
413,5,2,0,4,0,47.7
414,5,2,0,4,0,46.4
415,5,2,0,4,0,42.8
416,5,2,0,4,0,44.5
417,5,2,0,4,0,42.5
418,5,2,0,4,0,44.2
419,5,2,0,4,0,40.3
420,5,2,0,4,0,36.9
409,5,2,0,5,0,11.5
410,5,2,0,5,0,15.2
411,5,2,0,5,0,22.5
412,5,2,0,5,0,26
413,5,2,0,5,0,23.9
414,5,2,0,5,0,25.9
415,5,2,0,5,0,22.1
416,5,2,0,5,0,27.3
417,5,2,0,5,0,22
418,5,2,0,5,0,23.6
419,5,2,0,5,0,19.4
420,5,2,0,5,0,21.5
409,5,3,0,1,0,6
410,5,3,0,1,0,7.8
411,5,3,0,1,0,8
412,5,3,0,1,0,10.7
413,5,3,0,1,0,9.6
414,5,3,0,1,0,14.9
415,5,3,0,1,0,10.1
416,5,3,0,1,0,11.8
417,5,3,0,1,0,15.3
418,5,3,0,1,0,15
419,5,3,0,1,0,9.4
420,5,3,0,1,0,13.9
409,6,1,0,1,0,597.6
410,6,1,0,1,0,588.8
411,6,1,0,1,0,600.9
412,6,1,0,1,0,626.2
413,6,1,0,1,0,655
414,6,1,0,1,0,675.3
415,6,1,0,1,0,694.2
416,6,1,0,1,0,698.4
417,6,1,0,1,0,707.6
418,6,1,0,1,0,710.9
419,6,1,0,1,0,703.8
420,6,1,0,1,0,680.1
409,6,1,0,1,1,636
410,6,1,0,1,1,640
411,6,1,0,1,1,633
412,6,1,0,1,1,636
413,6,1,0,1,1,648
414,6,1,0,1,1,654
415,6,1,0,1,1,663
416,6,1,0,1,1,665
417,6,1,0,1,1,677
418,6,1,0,1,1,687
419,6,1,0,1,1,695
420,6,1,0,1,1,703
409,6,1,0,2,0,80.3
410,6,1,0,2,0,76.8
411,6,1,0,2,0,76.9
412,6,1,0,2,0,77.4
413,6,1,0,2,0,81.3
414,6,1,0,2,0,86
415,6,1,0,2,0,89.2
416,6,1,0,2,0,89.9
417,6,1,0,2,0,94.3
418,6,1,0,2,0,94.6
419,6,1,0,2,0,92.3
420,6,1,0,2,0,89.3
409,6,1,0,2,1,84
410,6,1,0,2,1,82
411,6,1,0,2,1,82
412,6,1,0,2,1,80
413,6,1,0,2,1,83
414,6,1,0,2,1,84
415,6,1,0,2,1,87
416,6,1,0,2,1,86
417,6,1,0,2,1,89
418,6,1,0,2,1,90
419,6,1,0,2,1,90
420,6,1,0,2,1,90
409,6,1,0,3,0,134.1
410,6,1,0,3,0,126.8
411,6,1,0,3,0,130.4
412,6,1,0,3,0,133.6
413,6,1,0,3,0,145.7
414,6,1,0,3,0,153
415,6,1,0,3,0,158.8
416,6,1,0,3,0,159.8
417,6,1,0,3,0,161.9
418,6,1,0,3,0,165.3
419,6,1,0,3,0,163.7
420,6,1,0,3,0,154.4
409,6,1,0,3,1,146
410,6,1,0,3,1,146
411,6,1,0,3,1,143
412,6,1,0,3,1,139
413,6,1,0,3,1,145
414,6,1,0,3,1,147
415,6,1,0,3,1,148
416,6,1,0,3,1,148
417,6,1,0,3,1,152
418,6,1,0,3,1,156
419,6,1,0,3,1,158
420,6,1,0,3,1,159
409,6,1,0,4,0,228.9
410,6,1,0,4,0,232.1
411,6,1,0,4,0,234.8
412,6,1,0,4,0,250.7
413,6,1,0,4,0,258.9
414,6,1,0,4,0,265.7
415,6,1,0,4,0,271.3
416,6,1,0,4,0,270.2
417,6,1,0,4,0,271.1
418,6,1,0,4,0,274.2
419,6,1,0,4,0,272.4
420,6,1,0,4,0,265.4
409,6,1,0,4,1,243
410,6,1,0,4,1,246
411,6,1,0,4,1,243
412,6,1,0,4,1,249
413,6,1,0,4,1,252
414,6,1,0,4,1,256
415,6,1,0,4,1,260
416,6,1,0,4,1,261
417,6,1,0,4,1,264
418,6,1,0,4,1,270
419,6,1,0,4,1,273
420,6,1,0,4,1,278
409,6,1,0,5,0,154.3
410,6,1,0,5,0,153
411,6,1,0,5,0,158.8
412,6,1,0,5,0,164.4
413,6,1,0,5,0,169
414,6,1,0,5,0,170.6
415,6,1,0,5,0,174.9
416,6,1,0,5,0,178.6
417,6,1,0,5,0,180.3
418,6,1,0,5,0,176.8
419,6,1,0,5,0,175.4
420,6,1,0,5,0,170.9
409,6,1,0,5,1,163
410,6,1,0,5,1,166
411,6,1,0,5,1,165
412,6,1,0,5,1,168
413,6,1,0,5,1,168
414,6,1,0,5,1,167
415,6,1,0,5,1,168
416,6,1,0,5,1,170
417,6,1,0,5,1,172
418,6,1,0,5,1,171
419,6,1,0,5,1,174
420,6,1,0,5,1,176
409,6,2,0,1,0,464.9
410,6,2,0,1,0,460.3
411,6,2,0,1,0,471.1
412,6,2,0,1,0,495.5
413,6,2,0,1,0,524.1
414,6,2,0,1,0,542.5
415,6,2,0,1,0,559.6
416,6,2,0,1,0,569
417,6,2,0,1,0,572.4
418,6,2,0,1,0,572.7
419,6,2,0,1,0,567.8
420,6,2,0,1,0,543
409,6,2,0,1,1,500
410,6,2,0,1,1,507
411,6,2,0,1,1,500
412,6,2,0,1,1,505
413,6,2,0,1,1,518
414,6,2,0,1,1,523
415,6,2,0,1,1,530
416,6,2,0,1,1,537
417,6,2,0,1,1,543
418,6,2,0,1,1,551
419,6,2,0,1,1,559
420,6,2,0,1,1,565
409,6,2,0,2,0,62.2
410,6,2,0,2,0,58.9
411,6,2,0,2,0,58.9
412,6,2,0,2,0,60.1
413,6,2,0,2,0,63.8
414,6,2,0,2,0,68.1
415,6,2,0,2,0,71
416,6,2,0,2,0,71.6
417,6,2,0,2,0,76.1
418,6,2,0,2,0,76.4
419,6,2,0,2,0,74.8
420,6,2,0,2,0,72.5
409,6,2,0,2,1,65
410,6,2,0,2,1,64
411,6,2,0,2,1,64
412,6,2,0,2,1,63
413,6,2,0,2,1,65
414,6,2,0,2,1,66
415,6,2,0,2,1,68
416,6,2,0,2,1,68
417,6,2,0,2,1,72
418,6,2,0,2,1,72
419,6,2,0,2,1,72
420,6,2,0,2,1,72
409,6,2,0,3,0,101
410,6,2,0,3,0,97.7
411,6,2,0,3,0,101.9
412,6,2,0,3,0,104.8
413,6,2,0,3,0,115.6
414,6,2,0,3,0,120.2
415,6,2,0,3,0,125.8
416,6,2,0,3,0,128.5
417,6,2,0,3,0,129.6
418,6,2,0,3,0,129.7
419,6,2,0,3,0,127.5
420,6,2,0,3,0,119
409,6,2,0,3,1,112
410,6,2,0,3,1,115
411,6,2,0,3,1,113
412,6,2,0,3,1,110
413,6,2,0,3,1,114
414,6,2,0,3,1,115
415,6,2,0,3,1,116
416,6,2,0,3,1,118
417,6,2,0,3,1,120
418,6,2,0,3,1,121
419,6,2,0,3,1,123
420,6,2,0,3,1,124
409,6,2,0,4,0,188.7
410,6,2,0,4,0,191.7
411,6,2,0,4,0,192.6
412,6,2,0,4,0,206.7
413,6,2,0,4,0,216.5
414,6,2,0,4,0,223.8
415,6,2,0,4,0,228.2
416,6,2,0,4,0,229.6
417,6,2,0,4,0,228
418,6,2,0,4,0,229.2
419,6,2,0,4,0,229.8
420,6,2,0,4,0,219.1
409,6,2,0,4,1,202
410,6,2,0,4,1,205
411,6,2,0,4,1,200
412,6,2,0,4,1,206
413,6,2,0,4,1,212
414,6,2,0,4,1,215
415,6,2,0,4,1,218
416,6,2,0,4,1,220
417,6,2,0,4,1,219
418,6,2,0,4,1,225
419,6,2,0,4,1,229
420,6,2,0,4,1,231
409,6,2,0,5,0,113.1
410,6,2,0,5,0,112.1
411,6,2,0,5,0,117.7
412,6,2,0,5,0,123.9
413,6,2,0,5,0,128.2
414,6,2,0,5,0,130.5
415,6,2,0,5,0,134.7
416,6,2,0,5,0,139.3
417,6,2,0,5,0,138.7
418,6,2,0,5,0,137.3
419,6,2,0,5,0,135.6
420,6,2,0,5,0,132.4
409,6,2,0,5,1,121
410,6,2,0,5,1,123
411,6,2,0,5,1,123
412,6,2,0,5,1,126
413,6,2,0,5,1,127
414,6,2,0,5,1,127
415,6,2,0,5,1,128
416,6,2,0,5,1,131
417,6,2,0,5,1,132
418,6,2,0,5,1,133
419,6,2,0,5,1,135
420,6,2,0,5,1,138
409,6,3,0,1,0,115.7
410,6,3,0,1,0,111.3
411,6,3,0,1,0,111.7
412,6,3,0,1,0,111.9
413,6,3,0,1,0,111.9
414,6,3,0,1,0,112.7
415,6,3,0,1,0,113
416,6,3,0,1,0,108.9
417,6,3,0,1,0,114.4
418,6,3,0,1,0,118.3
419,6,3,0,1,0,116.5
420,6,3,0,1,0,118.2
409,6,3,0,1,1,118
410,6,3,0,1,1,115
411,6,3,0,1,1,114
412,6,3,0,1,1,112
413,6,3,0,1,1,111
414,6,3,0,1,1,111
415,6,3,0,1,1,112
416,6,3,0,1,1,108
417,6,3,0,1,1,115
418,6,3,0,1,1,115
419,6,3,0,1,1,116
420,6,3,0,1,1,119
409,7,1,0,1,1,1135
410,7,1,0,1,1,1236
411,7,1,0,1,1,1105
412,7,1,0,1,1,1216
413,7,1,0,1,1,1111
414,7,1,0,1,1,1193
415,7,1,0,1,1,1090
416,7,1,0,1,1,1264
417,7,1,0,1,1,1172
418,7,1,0,1,1,1246
419,7,1,0,1,1,1235
420,7,1,0,1,1,1289
409,7,1,0,2,1,108
410,7,1,0,2,1,145
411,7,1,0,2,1,96
412,7,1,0,2,1,147
413,7,1,0,2,1,94
414,7,1,0,2,1,102
415,7,1,0,2,1,100
416,7,1,0,2,1,137
417,7,1,0,2,1,98
418,7,1,0,2,1,116
419,7,1,0,2,1,142
420,7,1,0,2,1,127
409,7,1,0,3,1,239
410,7,1,0,3,1,329
411,7,1,0,3,1,247
412,7,1,0,3,1,278
413,7,1,0,3,1,239
414,7,1,0,3,1,276
415,7,1,0,3,1,239
416,7,1,0,3,1,287
417,7,1,0,3,1,268
418,7,1,0,3,1,302
419,7,1,0,3,1,274
420,7,1,0,3,1,295
409,7,1,0,4,1,495
410,7,1,0,4,1,495
411,7,1,0,4,1,500
412,7,1,0,4,1,485
413,7,1,0,4,1,513
414,7,1,0,4,1,469
415,7,1,0,4,1,502
416,7,1,0,4,1,539
417,7,1,0,4,1,518
418,7,1,0,4,1,517
419,7,1,0,4,1,532
420,7,1,0,4,1,567
409,7,1,0,5,1,293
410,7,1,0,5,1,267
411,7,1,0,5,1,262
412,7,1,0,5,1,306
413,7,1,0,5,1,265
414,7,1,0,5,1,346
415,7,1,0,5,1,249
416,7,1,0,5,1,301
417,7,1,0,5,1,288
418,7,1,0,5,1,311
419,7,1,0,5,1,287
420,7,1,0,5,1,300
409,7,2,0,1,1,975
410,7,2,0,1,1,1043
411,7,2,0,1,1,983
412,7,2,0,1,1,1067
413,7,2,0,1,1,973
414,7,2,0,1,1,1017
415,7,2,0,1,1,956
416,7,2,0,1,1,1084
417,7,2,0,1,1,1047
418,7,2,0,1,1,1078
419,7,2,0,1,1,1102
420,7,2,0,1,1,1129
409,7,2,0,2,1,89
410,7,2,0,2,1,115
411,7,2,0,2,1,91
412,7,2,0,2,1,134
413,7,2,0,2,1,89
414,7,2,0,2,1,96
415,7,2,0,2,1,99
416,7,2,0,2,1,125
417,7,2,0,2,1,89
418,7,2,0,2,1,103
419,7,2,0,2,1,119
420,7,2,0,2,1,109
409,7,2,0,3,1,212
410,7,2,0,3,1,242
411,7,2,0,3,1,211
412,7,2,0,3,1,258
413,7,2,0,3,1,209
414,7,2,0,3,1,219
415,7,2,0,3,1,213
416,7,2,0,3,1,237
417,7,2,0,3,1,227
418,7,2,0,3,1,252
419,7,2,0,3,1,239
420,7,2,0,3,1,252
409,7,2,0,4,1,433
410,7,2,0,4,1,442
411,7,2,0,4,1,456
412,7,2,0,4,1,423
413,7,2,0,4,1,448
414,7,2,0,4,1,416
415,7,2,0,4,1,441
416,7,2,0,4,1,468
417,7,2,0,4,1,489
418,7,2,0,4,1,452
419,7,2,0,4,1,488
420,7,2,0,4,1,506
409,7,2,0,5,1,241
410,7,2,0,5,1,244
411,7,2,0,5,1,225
412,7,2,0,5,1,252
413,7,2,0,5,1,227
414,7,2,0,5,1,286
415,7,2,0,5,1,203
416,7,2,0,5,1,254
417,7,2,0,5,1,242
418,7,2,0,5,1,271
419,7,2,0,5,1,256
420,7,2,0,5,1,262
409,7,3,0,1,1,138
410,7,3,0,1,1,173
411,7,3,0,1,1,101
412,7,3,0,1,1,127
413,7,3,0,1,1,118
414,7,3,0,1,1,148
415,7,3,0,1,1,105
416,7,3,0,1,1,150
417,7,3,0,1,1,99
418,7,3,0,1,1,127
419,7,3,0,1,1,106
420,7,3,0,1,1,136
409,8,1,0,1,0,80.7
410,8,1,0,1,0,81.6
411,8,1,0,1,0,82.4
412,8,1,0,1,0,90.8
413,8,1,0,1,0,90.3
414,8,1,0,1,0,104.7
415,8,1,0,1,0,93.7
416,8,1,0,1,0,115.7
417,8,1,0,1,0,107.7
418,8,1,0,1,0,118
419,8,1,0,1,0,106.3
420,8,1,0,1,0,120.8
409,8,1,0,2,0,7.8
410,8,1,0,2,0,9.1
411,8,1,0,2,0,7
412,8,1,0,2,0,10.7
413,8,1,0,2,0,7.3
414,8,1,0,2,0,8.9
415,8,1,0,2,0,9.1
416,8,1,0,2,0,11.7
417,8,1,0,2,0,8.6
418,8,1,0,2,0,11.3
419,8,1,0,2,0,13.6
420,8,1,0,2,0,12.4
409,8,1,0,3,0,16.2
410,8,1,0,3,0,19.6
411,8,1,0,3,0,15.7
412,8,1,0,3,0,20.7
413,8,1,0,3,0,18.9
414,8,1,0,3,0,24.4
415,8,1,0,3,0,20.8
416,8,1,0,3,0,26.9
417,8,1,0,3,0,26.8
418,8,1,0,3,0,30.9
419,8,1,0,3,0,24.7
420,8,1,0,3,0,27.7
409,8,1,0,4,0,35.4
410,8,1,0,4,0,34.4
411,8,1,0,4,0,39.7
412,8,1,0,4,0,36.3
413,8,1,0,4,0,42.2
414,8,1,0,4,0,42.4
415,8,1,0,4,0,42.4
416,8,1,0,4,0,50.2
417,8,1,0,4,0,46.2
418,8,1,0,4,0,47.2
419,8,1,0,4,0,43.7
420,8,1,0,4,0,51.8
409,8,1,0,5,0,21.4
410,8,1,0,5,0,18.5
411,8,1,0,5,0,20
412,8,1,0,5,0,23
413,8,1,0,5,0,21.9
414,8,1,0,5,0,29
415,8,1,0,5,0,21.4
416,8,1,0,5,0,26.9
417,8,1,0,5,0,26
418,8,1,0,5,0,28.7
419,8,1,0,5,0,24.2
420,8,1,0,5,0,28.9
409,8,2,0,1,0,69.6
410,8,2,0,1,0,69.1
411,8,2,0,1,0,73.4
412,8,2,0,1,0,78.8
413,8,2,0,1,0,79.5
414,8,2,0,1,0,88.4
415,8,2,0,1,0,81.5
416,8,2,0,1,0,97.5
417,8,2,0,1,0,96.3
418,8,2,0,1,0,103.1
419,8,2,0,1,0,95.2
420,8,2,0,1,0,107.1
409,8,2,0,2,0,6.6
410,8,2,0,2,0,7.8
411,8,2,0,2,0,6.6
412,8,2,0,2,0,9.3
413,8,2,0,2,0,6.7
414,8,2,0,2,0,8.4
415,8,2,0,2,0,8.2
416,8,2,0,2,0,10.6
417,8,2,0,2,0,7.4
418,8,2,0,2,0,10.6
419,8,2,0,2,0,12.1
420,8,2,0,2,0,10.9
409,8,2,0,3,0,13.9
410,8,2,0,3,0,14.1
411,8,2,0,3,0,13.5
412,8,2,0,3,0,18.8
413,8,2,0,3,0,16.5
414,8,2,0,3,0,19.5
415,8,2,0,3,0,18.1
416,8,2,0,3,0,21.7
417,8,2,0,3,0,22.8
418,8,2,0,3,0,25.4
419,8,2,0,3,0,22.6
420,8,2,0,3,0,24.7
409,8,2,0,4,0,31.5
410,8,2,0,4,0,31
411,8,2,0,4,0,36.6
412,8,2,0,4,0,31.2
413,8,2,0,4,0,36.9
414,8,2,0,4,0,37.3
415,8,2,0,4,0,37.3
416,8,2,0,4,0,42.9
417,8,2,0,4,0,43.2
418,8,2,0,4,0,42.1
419,8,2,0,4,0,39.1
420,8,2,0,4,0,46.7
409,8,2,0,5,0,17.5
410,8,2,0,5,0,16.2
411,8,2,0,5,0,16.7
412,8,2,0,5,0,19.6
413,8,2,0,5,0,19.4
414,8,2,0,5,0,23.2
415,8,2,0,5,0,17.9
416,8,2,0,5,0,22.4
417,8,2,0,5,0,22.8
418,8,2,0,5,0,25
419,8,2,0,5,0,21.4
420,8,2,0,5,0,24.7
409,8,3,0,1,0,9.7
410,8,3,0,1,0,11.4
411,8,3,0,1,0,7.4
412,8,3,0,1,0,10.2
413,8,3,0,1,0,9.1
414,8,3,0,1,0,13.8
415,8,3,0,1,0,9.4
416,8,3,0,1,0,15.5
417,8,3,0,1,0,9.2
418,8,3,0,1,0,11.3
419,8,3,0,1,0,8.4
420,8,3,0,1,0,11.7
421,1,1,0,1,1,1390
422,1,1,0,1,1,1269
423,1,1,0,1,1,1342
424,1,1,0,1,1,1392
425,1,1,0,1,1,1396
426,1,1,0,1,1,1357
427,1,1,0,1,1,1335
428,1,1,0,1,1,1377
429,1,1,0,1,1,1412
430,1,1,0,1,1,1397
431,1,1,0,1,1,1340
432,1,1,0,1,1,1396
421,1,1,0,2,1,102
422,1,1,0,2,1,112
423,1,1,0,2,1,121
424,1,1,0,2,1,135
425,1,1,0,2,1,143
426,1,1,0,2,1,146
427,1,1,0,2,1,161
428,1,1,0,2,1,143
429,1,1,0,2,1,135
430,1,1,0,2,1,131
431,1,1,0,2,1,137
432,1,1,0,2,1,167
421,1,1,0,3,1,298
422,1,1,0,3,1,278
423,1,1,0,3,1,305
424,1,1,0,3,1,306
425,1,1,0,3,1,315
426,1,1,0,3,1,301
427,1,1,0,3,1,300
428,1,1,0,3,1,303
429,1,1,0,3,1,295
430,1,1,0,3,1,318
431,1,1,0,3,1,298
432,1,1,0,3,1,323
421,1,1,0,4,1,599
422,1,1,0,4,1,545
423,1,1,0,4,1,576
424,1,1,0,4,1,600
425,1,1,0,4,1,592
426,1,1,0,4,1,565
427,1,1,0,4,1,567
428,1,1,0,4,1,589
429,1,1,0,4,1,608
430,1,1,0,4,1,591
431,1,1,0,4,1,590
432,1,1,0,4,1,603
421,1,1,0,5,1,391
422,1,1,0,5,1,334
423,1,1,0,5,1,340
424,1,1,0,5,1,351
425,1,1,0,5,1,346
426,1,1,0,5,1,345
427,1,1,0,5,1,307
428,1,1,0,5,1,342
429,1,1,0,5,1,374
430,1,1,0,5,1,357
431,1,1,0,5,1,315
432,1,1,0,5,1,303
421,1,2,0,1,1,1112
422,1,2,0,1,1,1065
423,1,2,0,1,1,1078
424,1,2,0,1,1,1084
425,1,2,0,1,1,1110
426,1,2,0,1,1,1067
427,1,2,0,1,1,1041
428,1,2,0,1,1,1054
429,1,2,0,1,1,1056
430,1,2,0,1,1,1042
431,1,2,0,1,1,1014
432,1,2,0,1,1,1086
421,1,2,0,2,1,99
422,1,2,0,2,1,98
423,1,2,0,2,1,103
424,1,2,0,2,1,117
425,1,2,0,2,1,124
426,1,2,0,2,1,126
427,1,2,0,2,1,137
428,1,2,0,2,1,121
429,1,2,0,2,1,118
430,1,2,0,2,1,113
431,1,2,0,2,1,119
432,1,2,0,2,1,129
421,1,2,0,3,1,246
422,1,2,0,3,1,227
423,1,2,0,3,1,243
424,1,2,0,3,1,237
425,1,2,0,3,1,240
426,1,2,0,3,1,232
427,1,2,0,3,1,228
428,1,2,0,3,1,225
429,1,2,0,3,1,228
430,1,2,0,3,1,226
431,1,2,0,3,1,229
432,1,2,0,3,1,246
421,1,2,0,4,1,472
422,1,2,0,4,1,466
423,1,2,0,4,1,460
424,1,2,0,4,1,462
425,1,2,0,4,1,471
426,1,2,0,4,1,450
427,1,2,0,4,1,429
428,1,2,0,4,1,452
429,1,2,0,4,1,450
430,1,2,0,4,1,438
431,1,2,0,4,1,426
432,1,2,0,4,1,466
421,1,2,0,5,1,295
422,1,2,0,5,1,274
423,1,2,0,5,1,272
424,1,2,0,5,1,268
425,1,2,0,5,1,275
426,1,2,0,5,1,259
427,1,2,0,5,1,247
428,1,2,0,5,1,256
429,1,2,0,5,1,260
430,1,2,0,5,1,265
431,1,2,0,5,1,240
432,1,2,0,5,1,245
421,1,3,0,1,1,210
422,1,3,0,1,1,148
423,1,3,0,1,1,203
424,1,3,0,1,1,246
425,1,3,0,1,1,220
426,1,3,0,1,1,232
427,1,3,0,1,1,234
428,1,3,0,1,1,263
429,1,3,0,1,1,296
430,1,3,0,1,1,287
431,1,3,0,1,1,260
432,1,3,0,1,1,248
421,2,1,0,1,0,80.7
422,2,1,0,1,0,81.7
423,2,1,0,1,0,126.4
424,2,1,0,1,0,127.6
425,2,1,0,1,0,131.4
426,2,1,0,1,0,138.8
427,2,1,0,1,0,114.8
428,2,1,0,1,0,131.5
429,2,1,0,1,0,127.2
430,2,1,0,1,0,117
431,2,1,0,1,0,100.5
432,2,1,0,1,0,94.2
421,2,1,0,2,0,5
422,2,1,0,2,0,5.3
423,2,1,0,2,0,10.3
424,2,1,0,2,0,12.6
425,2,1,0,2,0,14.3
426,2,1,0,2,0,15.6
427,2,1,0,2,0,14.7
428,2,1,0,2,0,14.2
429,2,1,0,2,0,12.3
430,2,1,0,2,0,11.9
431,2,1,0,2,0,11.5
432,2,1,0,2,0,10.8
421,2,1,0,3,0,12.2
422,2,1,0,3,0,13.9
423,2,1,0,3,0,27.1
424,2,1,0,3,0,29.6
425,2,1,0,3,0,32.8
426,2,1,0,3,0,31.6
427,2,1,0,3,0,27.3
428,2,1,0,3,0,30.7
429,2,1,0,3,0,28.3
430,2,1,0,3,0,29.9
431,2,1,0,3,0,23
432,2,1,0,3,0,18.8
421,2,1,0,4,0,40.6
422,2,1,0,4,0,40.1
423,2,1,0,4,0,56.4
424,2,1,0,4,0,54.4
425,2,1,0,4,0,52.9
426,2,1,0,4,0,54.6
427,2,1,0,4,0,46.2
428,2,1,0,4,0,54.1
429,2,1,0,4,0,54.3
430,2,1,0,4,0,46.1
431,2,1,0,4,0,43.4
432,2,1,0,4,0,42.6
421,2,1,0,5,0,22.8
422,2,1,0,5,0,22.5
423,2,1,0,5,0,32.5
424,2,1,0,5,0,31.1
425,2,1,0,5,0,31.4
426,2,1,0,5,0,37
427,2,1,0,5,0,26.6
428,2,1,0,5,0,32.5
429,2,1,0,5,0,32.2
430,2,1,0,5,0,29.2
431,2,1,0,5,0,22.6
432,2,1,0,5,0,22
421,2,2,0,1,0,63.4
422,2,2,0,1,0,69.2
423,2,2,0,1,0,104
424,2,2,0,1,0,102
425,2,2,0,1,0,107.7
426,2,2,0,1,0,109.2
427,2,2,0,1,0,90.9
428,2,2,0,1,0,100.9
429,2,2,0,1,0,91.5
430,2,2,0,1,0,85.9
431,2,2,0,1,0,74.8
432,2,2,0,1,0,68.9
421,2,2,0,2,0,4.5
422,2,2,0,2,0,4.8
423,2,2,0,2,0,8.8
424,2,2,0,2,0,11
425,2,2,0,2,0,12.8
426,2,2,0,2,0,13.3
427,2,2,0,2,0,12.8
428,2,2,0,2,0,11.9
429,2,2,0,2,0,10.5
